,prompt,classes,answer_index
88,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""finally, they shaped it into a cane and let it cool*.""
 A. ""finally, they shaped it into a cane and let it cool.""
 B. ""finally, they shaped it into a cane and let it warm.""
Output:","[' A.', ' B.']",1
89,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""when i first moved* into my house, i didn't know my neighbors.""
 A. ""when i first touched into my house, i didn't know my neighbors.""
 B. ""when i first unmoved into my house, i didn't know my neighbors.""
Output:","[' A.', ' B.']",1
90,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""while mowing one day, i found* a kickball in my yard.""
 A. ""while mowing one day, i found a kickball in my yard.""
 B. ""while mowing one day, i lost a kickball in my yard.""
Output:","[' A.', ' B.']",1
91,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""i felt this was the perfect* opportunity to meet my neighbors.""
 A. ""i felt this was the imperfect opportunity to meet my neighbors.""
 B. ""i felt this was the perfect opportunity to meet my neighbors.""
Output:","[' A.', ' B.']",0
92,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""bev had been studying very hard*.""
 A. ""bev had been studying very severe.""
 B. ""bev had been studying very soft.""
Output:","[' A.', ' B.']",1
93,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""when it came, she slept in very late*.""
 A. ""when it came, she slept in very early.""
 B. ""when it came, she slept in very recent.""
Output:","[' A.', ' B.']",0
94,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""then she got up* and went out to party.""
 A. ""then she got down and went out to party.""
 B. ""then she got up and went out to party.""
Output:","[' A.', ' B.']",0
95,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""we went early* to beat the crowd.""
 A. ""we went early to beat the crowd.""
 B. ""we went middle to beat the crowd.""
Output:","[' A.', ' B.']",1
96,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""bernice always wanted* to travel to africa.""
 A. ""bernice always unwanted to travel to africa.""
 B. ""bernice always wanted to travel to africa.""
Output:","[' A.', ' B.']",0
97,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""in addition, bernice looked up the price of hotels as well*.""
 A. ""in addition, bernice looked up the price of hotels as ill.""
 B. ""in addition, bernice looked up the price of hotels as well.""
Output:","[' A.', ' B.']",0
98,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""jim made* spinach cookies.""
 A. ""jim unmade spinach cookies.""
 B. ""jim made spinach cookies.""
Output:","[' A.', ' B.']",0
99,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""he sold* them for five dollars each.""
 A. ""he sold them for five dollars each.""
 B. ""he unsold them for five dollars each.""
Output:","[' A.', ' B.']",1
100,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""no* one bought any.""
 A. ""all one bought any.""
 B. ""no one bought any.""
Output:","[' A.', ' B.']",0
101,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""however, at the last* minute a man wanted twenty.""
 A. ""however, at the last minute a man wanted twenty.""
 B. ""however, at the first minute a man wanted twenty.""
Output:","[' A.', ' B.']",1
102,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""he was supposed to take a right after the white* house.""
 A. ""he was supposed to take a right after the white house.""
 B. ""he was supposed to take a right after the black house.""
Output:","[' A.', ' B.']",1
103,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""randy continued* to get lost.""
 A. ""randy continued to get lost.""
 B. ""randy discontinued to get lost.""
Output:","[' A.', ' B.']",1
